"Sentence","labels"
"Endoscopic SND could effectively provide lower inflammatory responses and surgical stress , reducing peri-operative trauma and accelerating recovery .",1
"In the absence of clinically meaningful differences between groups in knee function and self-reported outcomes measures , the results indicate that perturbation training may not contribute additional benefit to the strengthening , agility , and secondary prevention base of the ACL-SPORTS training program .",1
"Regular GPi firing patterns correlated with fixed and tonic dystonia phenotypes , that is , a sustained GPi firing pattern is consistent with a sustained , rather than fluctuating , dystonia .",1
"After 3 months of hearing aid use , there were significant improvements in tinnitus , which were sustained at 6 months of use .",0
"AIH systematically increased lower extremity torque in individuals with chronic incomplete SCI , but there was no significant effect of ibuprofen pretreatment .",1
"In our study we were able to confirm the relationship between SUVmax and poor prognosis in endometrial cancer patients .",1
"A Tale of Division and Polarization in the Mammalian Embryo .",0
"These results remained significant after controlling for non-genetic factors .",0
"In animal models , EPIT induces sustained unresponsiveness and prevents further sensitization mediated by Tregs .",1
"Together these findings support the hypothesis that strong selection on the nuptial gift-giving trait facilitates the evolution of male deception through donation of worthless gifts .",1
"Our study indicated that genetically high BMI was associated with increased gastric cancer risk , suggesting that high BMI may have a causal role in the etiology of gastric cancer .",1
"Thus , the selections of suitable protease and time of hydrolysis are crucial due to the enzyme specificity and activity , producing peptides , which vary in molecular size , amino acid sequences and consequent differences in antibacterial activity .",1
"Patients diagnosed with breast cancer also experience prejudice , fear of death , suffering , mutilation , fear of lymphedema , as well as feelings of social devaluation leading to hopelessness Several studies point to hope as an effective strategy to help patients cope with difficulties and achieve their goals , especially patients with cancer .",1
"However , a larger multicentred RCT is warranted to determine the efficacy of AAD compared to standard nursing care .",0
"High miR-122 and miR-222 ratios in pig livers were also associated with high aspartate aminotransferase levels after warm oxygenated reperfusion .",1
"In 1999 alone , more than 7000 Americans 65 and older died , and another 246000 suffered non-fatal injuries , resulting from motor vehicle crashes .",1
"Combining these effects with the breeding values for purebred performances , and , the variance-covariance of genetic effects is determined by with the four vectors being independent .",0
"A study generated VEGF-C point mutants by replacement of Cys with Ser indicating Cys165 but not Cys156 is involved in dimer formation , and Cys156 mutant efficiently binds VEGFR-3 but not VEGFR-2 .",1
"The pleural fluid CRP levels are likely to reflect the serum levels because the presence of CRP in the pleural fluid may be due to increased diffusion from the blood as a result of inflamed capillary leakage .",1
"The relatively low resolution of the phylogenetic positions of the aphid rlpA may be partly due to the high evolutionary rate of the aphid lineages .",1
"By assessing the level of expression of co-stimulatory molecules , it is shown that whole yoelii - infected erythrocytes do not induce a strong maturation response in bone marrow-derived DC in vitro .",1
"The MODERN trial will provide evidence for the potential benefit of independent nurse-run clinics in the community and their cost-effectiveness in adults with MetS .",0
